Product Name,Code,Batch No,"MFI (gm/10min)
(min)","MFI (gm/10min)
(max)","Density
(gm/cc)
(min)","Density
(gm/cc)
(max)","Ash Content
(%)
(min)","Ash Content
(%)
(max)","Moisture
(%)","TS @ yield(MPa)
(min)","TS @ yield(MPa)
(max)","El@yl ( % )
(min)","El@yl ( % )
(max)","Flexural Modulus(MPa)
(min)","Flexural MS(MPa)
(max)","Flexural Strength @ PL(MPa)
(min)","FS @ PL(MPa)
(max)",Izod imp(J/m)(min),"500
(min)","500
(max)",Izod imp(J/m)(max),Flammability @3.2 mm (Rating),"Flammability
(thickness (mm))","HDT 
(Min) ( °C )","HDT
(max) (°C)",Glow Wire Test @ 3.2mm (°C),"Glow Wire Test
thickness (mm)","El@Brk ( % )
(min)","El@Brk ( % )
(max)",Remark,Rev. No.,COLOR,"Mould Shrinkage, Linear(%)",Water Absorption(%),"Un-Notched Izod Impact Strength @ 23°C, 3.2 mm		","Melting Point(°C)
(min)","Un-annealed, HDT @ 0.455 MPa	",Vicat Softening Point,Coefficient of Linear Thermal Expansion                ,Comparative Tracking Index,Dielectric Strength(KV/mm),Dielectric Constant(Unit Less),Volume Resistivity (Ohm.cm),Surface Resistivity(Ohm),Drying Temperature Dehumidified dryer(°C),Drying Time(Hrs),Rear Temperature(°C),Middle Temperature(°C),Front Temperature,Nozzle Temperature(°C),Mold Temperature(°C),MFI TEST CONDITION,"Mould Shrinkage, transverse","Tensile Strength at Yield, TEST CONDITION","Tensile Modulus, TEST CONDITION",Elongation at Yield TEST CONDITION,Flexural Strength TEST CONDITION,Flammability @0.8,Flammability @1.6,GWT @0.8,GWT @1.6,L (min),a (min),b (min),Issue Date,L (max),a (max),b (max),,ROHS,REACH,Halogen Free,Long Cut,Color Variation (Black Spot Free),Finish (Shine/Dull),Recycle Content Type (PIR/PCR),PIR %tage,PCR %tage,Yellow Card,Phosphorus Free,Persistent organic pollutants (POP),Aesthetic function,Railway fire smoke requirements (EN45545),Friction resistance,"Fatigue resistance  {ISO 13003 (flexure fatigue),ISO 15850 (delamination)}",Ozone resistance,Chemical resistance ,Laser printing,Pad printing,Labelling ,"Welding Precise mode (laser, ultrasonic, ..)",Delta E,Transmittance,GWT or UL Seconds
CiLON™ 30% GF PA6 Violet,710C3071,,20,40,1.33,1.37,28,32,0.15,130,150,5,9,"4,500.00","5,500.00",195,225,100,,,,,3.2,200,210,,,,,,Rev. No. 00,Violet,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30 % GF PA 6 Grey,710C3081,,20,40,1.28,1.32,28,32,0.15,120,140,5,9,"4,000.00","4,400.00",180,220,100,,,,HB ,3.2,195,205,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF FR PA6 Grey,710C3081F,,20,,1.42,1.46,26,30,0.15,110,130,5,9,"4,400.00","4,800.00",180,210,100,,,,V0,3.2,195,205,960,3.2,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,960,,,,,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 30% GF FR PA6 RAL7035 Grey,710C3081F1,,30,50,1.4,1.44,28,32,0.2,85,115,5,9,"4,000.00","5,000.00",155,185,60,,,,V2,3.2,180,190,960,3.2,,,,Rev. No. 00,Grey,0.6,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,960,,,,,13/6/2022,80.1,-0.7,1,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 30% GF FR PA6 RAL7016 Grey,710C3081F2,,30,50,1.4,1.44,28,32,0.2,85,115,5,9,,,155,185,60,,,,V2,3.2,180,190,960,3.2,,,,Rev. No. 00,Grey,0.6,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,960,,,,,10/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 30 % GF PA 6 Grey,710C3082,,20,40,1.28,1.32,28,32,0.15,120,140,5,9,"3,800.00","4,200.00",180,220,150,,,,,3.2,195,205,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30 % GF FR PA 6 Grey,710C3082F,,20,,1.42,1.46,30,34,0.15,110,130,5,9,"4,400.00","4,800.00",180,210,100,,,,,,195,205,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30 % GF PA 6 Grey,710C3083,,10,30,1.32,1.36,28,32,0.2,130,150,6,10,"5,000.00","9,000.00",200,240,80,,,,HB ,3.2,195,205,,,,,,Rev. No. 01,Grey,0.4,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.4,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,6/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF FR PA6 Grey,710C3083F,,20,,1.42,1.46,30,34,0.15,110,130,5,9,"4,500.00","5,500.00",180,210,100,,,,,,195,205,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30 % GF PA 6 Grey,710C3084,,20,40,1.28,1.32,28,32,0.15,120,140,5,9,"4,200.00","4,600.00",200,220,150,,,,HB,3.2,195,205,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF FR PA6 Grey,710C3084F,,20,30,1.46,1.5,28,32,0.15,100,120,5,9,"4,000.00","4,600.00",175,205,100,,,,V0,3.2,195,205,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF PA6 Gey,710C3085,,15,25,1.3,1.34,28,32,0.15,120,140,6,10,"4,100.00","5,100.00",210,240,150,,,,,3.2,195,205,,,,,,Rev. No. 00,Gey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30 % GF PA 6 Grey,710C3086,,20,40,1.28,1.32,28,32,0.15,120,140,5,9,"4,200.00","4,600.00",200,220,150,,,,HB,3.2,195,205,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF PA6 Ash Grey,710C3088A,,20,40,1.33,1.37,28,32,0.15,130,150,5,9,"4,000.00","5,000.00",195,225,100,,,,,3.2,200,210,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30%GF PA6 Grey,710C3088,,20,30,1.3,1.34,28,32,0.15,120,140,5,9,"4,500.00","5,500.00",200,220,90,,,,,,195,205,,,,,,Rev. No. 00,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF PA6 RAL 7047 Grey,710C3089,,20,30,1.33,1.37,28,32,0.2,110,130,4,8,"5,500.00","7,500.00",180,200,60,,,,,,200,210,,,,,,Rev. No. 01,Grey,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.4,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,80.08,-0.24,1.46,27/02/2023,,,,,,,,Long Cut Free ,Black spot free,Shine,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF FR PA6 G White,710C3091F,,20,30,1.46,1.5,28,32,0.15,95,115,5,9,"3,800.00","4,200.00",175,205,100,,,,V2,3.2,195,205,,,,,,Rev. No. 00,White,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF FR PA6 White,710C3092F,,20,30,1.46,1.5,28,32,0.2,95,115,5,9,"3,800.00","4,400.00",165,195,90,,,,V0,3.2,195,205,960,3.2,,,,Rev. No. 00,White,0.6,1,,220 ± 2,,,,>475,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,960,960,,,,6/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 30% MF PA6 GREY,710C3181,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,GREY,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 40% MF PA6 Black,710C4101,,20,30,1.46,1.5,38,42,0.15,75,95,5,9,"4,000.00","4,600.00",120,140,50,,,,,3.2,120,130,,,,,,Rev. No. 00,Black,1,1,,220 ± 2,,,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,Oct-22,,,,,,,,Long Cut Free ,Black spot free,Shine,,,,,,,,,,,,,,,,,,,
CiLON™ 40 % MF PA6 Beige,710C4111,,30,40,1.44,1.48,38,42,0.15,65,85,4,8,"3,200.00","3,800.00",120,140,40,,,,,3.2,120,130,,,,,,Rev. No. 00,Beige,0.9,1,,220 ± 2,,,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,2.08,,,,2.28,,,,,,Long Cut Free ,Black spot free,Shine,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 40% MF PA6 White,710C4191,,30,40,1.44,1.48,38,42,0.2,65,85,6,10,"5,000.00","6,000.00",140,160,60,,,, -,3.2,120,130,,,,,,Rev. No. 00,White,0.9,1,,220 ± 2,,, -, -, -, -, -, -,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,26/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 40% GF+MF PA6 Black,710C4301,,10,20,1.43,1.47,38,42,0.15,100,130,4,8,"4,000.00","4,800.00",175,225,100,,,,-,3.2,195,205,,,,,,Rev. No. 00,Black,0.6,1,,220 ± 2,,,,,,,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ 50% GF PA6 Black,710C5001,,10,20,1.5,1.54,48,52,0.2,150,180,6,10,"8,000.00","12,000.00",260,300,150,,,,,3.2,210,220,,,,,,Rev. No. 00,Black,0.2,1,,220 ± 2,,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,240 - 250,250 - 260,270 - 290,70 - 90,275°C/2.16kg,0.2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,27/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ 50% GF PA6 Natural,710C5031,,5,,1.52,1.56,48,52,0.15,180,220,6,10,"7,500.00","8,500.00",280,320,180,,,,,3.2,210,220,,,,,,Rev. No. 00,Natural,0.2,1,,220 ± 3,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ 50% GF FR PA6 Natural,710C5031F,,12,,1.56,1.6,48,52,0.15,110,140,5,9,"6,000.00","7,000.00",200,240,100,,,,V0,3.2,210,230,,,,,,Rev. No. 00,Natural,0.2,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,Long Cut Free ,Black spot free,Shine,,,,,,,,,,,,,,,,,,,
CiLON™ 50% GF FR PA6 RAL 7015 Grey,710C5081F,,10,20,1.56,1.6,48,52,0.15,105,135,5,9,"7,000.00","8,000.00",200,240,100,,,,V0,3.2,210,230,,,,,,Rev. No. 00,Grey,0.2,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 60% GF PA6 Natural,710C6031,,3,9,1.6,1.64,58,62,0.15,160,190,6,10,"7,500.00","8,500.00",280,320,200,,,,-,3.2,215,220,,,,,,Rev. No. 00,Natural,0.2,1,,220 ± 3,,,,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,Long Cut Free ,Black spot free,Shine,,,,,,,,,,,,,,,,,,,
CiLON™ UF High Gloss PA6 White,710D0091,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Gloss  White,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
eCiLON™ Unfilled PA 6 Black,711C0001,,50,80,1.1,1.14,,2,0.2,40,60,6,10,"2,000.00","3,000.00",70,90,60,,,,-,3.2,60,70,,,,,,Rev. No. 03,Black,2,1,,220 ± 2,,,,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,2.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,24/10/2023,,,,,,,,Long Cut Free ,Black spot free,Shine,PCR,,80,,,,,,,,,,,,,,,,
"eCiLON™ Unfilled PA6 Black, Industrial",711M004,,50,,1.11,1.15,,3,2,45,,6,10,"2,000.00","3,000.00",75,,40,,,,,,60,70,,,,,,Rev. No. 02,Black,2,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,2.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,25/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eCiLON™ Unfilled PA6 Natural, Industrial",711M006SN,,50,,1.1,1.14,,1,1,55,,5,9,"2,000.00","3,000.00",90,110,50,,,,,,60,70,,,,,,Rev. No. 02,Black,1.7,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1.9,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eCiLON™ Unfilled PA6 Natural, Industrial",711M006N,,50,,1.1,1.14,,2,0.2,60,,5,9,"2,000.00","3,000.00",90,,50,,,,,,60,70,,,,,,Rev. No. 01,Natural,1.7,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1.9,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,27/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eCiLON™ Unfilled PA6 Black, Industrial",711M006SB,,50,,1.1,1.14,,2,1,55,,5,9,"2,000.00","3,000.00",95,,50,,,,,,60,70,,,,,,Rev. No. 01,Black,1.7,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1.9,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,27/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eCiLON™ Unfilled FR PA 6 Black,711C0001F,,40,60,1.12,1.16,,6,0.2,45,65,6,10,"1,800.00","2,800.00",80,100,40,,,,V0,3.2,60,70,,,,,,Rev. No. 02,Black,1.6,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 80,275°C/2.16kg,1.6,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,26/10/2022,,,,,,,,Long Cut Free,Black Spot free,Shine,PIR + PCR,60,40,,,,,,,,,,,,,,,,
CiLON™ UF FR PA6 Black,710C0001F,,30,60,1.13,1.17,,5,0.2,55,65,6,10,"1,800.00","2,200.00",90,110,45,,,,V0,3.2,60,70,,,,,,Rev. No. 01,Black,1.12,1,,220 ± 5,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 80,275°C/2.16kg,1.05,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,29/9/2022,,,,,,,,Long Cut Free,Black Spot free,Shine,,,,,,,,,,,,,,,,,,,
eCiLON™ Unfilled PA 6 Black,711C0002,,50,70,1.1,1.14,,2,0.2,50,70,6,10,"2,000.00","3,000.00",80,100,70,,,,,3.2,60,70,,,,,,Rev. No. 05,Black,2.2,1,,220 ± 2,-,-,-,> 250,< 28,< 4,1.00E+13,1.00E+13,100 - 120,4-Mar,220 - 230,230 - 240,240 - 250,250 - 270,70 - 90,275°C/2.16kg,0.47,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,22/1/2025,,,,,,,,Long Cut Free,Black Spot free,Shine,PIR + PCR,60,40,,,,,,,,,,,,,,,,
eCiLON™ Unfilled PA 6 Black,711C0003,,10,,1.1,1.14,,1,0.15,50,60,6,10,"1,700.00","2,300.00",65,85,400,,,,,3.2,60,70,,,,,,Rev. No. 00,Black,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR + PCR,60,40,,,,,,,,,,,,,,,,
eCiLON™ UF PA6 Orange,711C0021,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Orange,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR,80,,,,,,,,,,,,,,,0.5,,
eCiLON™ UF PA6 Olive Green,711C0051,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Olive Green,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR + PCR,40,40,,,,,,,,,,,,,,0.5,,
eCiLON™ UF PA6 IM Green,711C0052,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Green,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR + PCR,40,40,,,,,,,,,,,,,,0.5,,
eCiLON™ UF IM PA6 Violet,711C0071,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Violet,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR,80,,,,,,,,,,,,,,,0.5,,
eCiLON™ Unfilled PA 6 Grey,711C0081,,20,50,1.12,1.16,,3,0.2,40,60,6,10,"1,800.00","2,800.00",80,100,40,,,,,3.2,60,70,,,,,,Rev. No. 01,Grey,1.2,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1.2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,69.18,-1.15,0.84,7/7/2023,,,,,,,,,,,PCR,,80,,,,,,,,,,,,,,0.5,,
eCiLON™ Unfilled PA 6 Grey,711C0082,,30,44,1.12,1.16,,2,0.15,60,70,6,10,"1,800.00","2,200.00",85,105,60,,,,,3.2,60,70,,,,,,Rev. No. 00,Grey,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PCR,,80,,,,,,,,,,,,,,0.5,,
eCiLON™ UF PA6 Metallic Grey,711C0083,,50,80,1.11,1.15,,2,0.15,55,65,6,10,"2,000.00","2,600.00",75,95,40,,,,,3.2,60,70,,,,,,Rev. No. 00,Metallic Grey,1.7,1,,220 ± 5,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,,,,PCR,,80,,,,,,,,,,,,,,0.5,,
eCiLON™ Unfilled PA6 Grey,711C0084,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Grey,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PCR,,80,,,,,,,,,,,,,,0.5,,
eCiLON™ UF PA6 Dark Grey,711C0085,,50,80,1.12,1.16,,2,0.15,60,80,6,10,"1,900.00","2,500.00",90,110,50,,,,,3.2,60,70,,,,,,Rev. No. 00,Dark Grey,1.8,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,2.3,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,Long Cut Free ,Black spot free,Shine,PCR,,80,,,,,,,,,,,,,,0.5,,
eCiLON™ IM UF PA6 RAL7035 Grey,711C0085IM,,30,,1.1,1.14,,1,0.15,40,60,,,"1,700.00","2,300.00",75,95,100,,,,-,3.2,60,70,,2,65,,,Rev. No. 00,Dark Grey,1.25,1,,220 ± 2,,,,,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/1.2kg,-,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR + PCR,40,40,,,,,,,,,,,,,,0.5,,
eCiLON™ Unfilled PA 6 Milky White,711C0091,,40,60,1.12,1.16,,2,0.15,60,80,6,10,"1,800.00","2,200.00",85,105,55,,,,-,3.2,60,70,,,,,,Rev. No. 01,Milky White,1.7,1,,220 ± 5,,,,,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR,80,,,,,,,,,,,,,,,0.5,,
eCiLON™ Unfilled FR PA 6 Milky White,711C0091F,,30,50,1.12,1.16,,3,0.15,60,80,6,10,"1,800.00","2,200.00",80,110,50,,,,V0,3.2,60,70,,,,,,Rev. No. 00,Milky White,,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR + PCR,60,30,,,,,,,,,,,,,,0.5,,
