,,,,,,,,
,,,,,,,,
,Action ID,Application,Component Name,Current Supplier Name,Current Supplier Grade,Current Supplier Datasheet,Product Grade,Product Description
,NSL224955,Electrical,bobbin ,"Calco, ",NA,,710C0001F,CiLON™ UF FR PA6 Black
,NSL224957,Electrical,bobbin ,Calco,NA,,711C0001F,CiLON™ Unfilled FR PA 6 Black
,NSL224950,Electrical,Cooler  part,KINGFA,NA,,510D2294,#N/A
,NSL224951,Electrical,Cooler part,KINGFA,NA,,510D2295,#N/A
,NSL224958,Electrical,CFL HOUSING,DERCO,NA,,730D3391,#N/A
,NSL224959,Electrical,CFL HOUSING,MKG MARKETING,NA,,730D3392,#N/A
,NSL224960,Electrical,NA,none,NA,,Insufficient Information,#N/A
,NSL224940,Automotive,Bush,Dupont/Performance Speciality,45 HSB NC 010,,Insufficient Information,#N/A
,NSL224965,Electrical,bush,NA,NA,,710C3031F,"CiLON™ 30 % GF FR PA 6 Natural, Halogenated"
,NSL224966,Industrial,Holder of oxygen bomb,Celanese/Next,Zytel ST801 NC 010,https://drive.google.com/open?id=1OVLlcF3oHEZDjpd24xmxc733bkDrISBT,720D0032ST,#N/A
,NSL224962,Electrical,mcb knob,DSM/Lanxess/Envalior,"RHF33, PA 66 (DSM)",,#N/A,#N/A
,NSL224931,Automotive,tractor Handle ,"Dupont/Performance Speciality, Loxianid",LOXIAMID PA6 LU HS1 03003|PA6,https://drive.google.com/open?id=1EHJ1fDMilPRdeXYadlDKMXiKQg_E99hZ,710C0001,CiLON™ Unfilled PA 6 Black
,NSL224963,Automotive,AUTOMOTIVE,KLON,PA66 UF BK,,#N/A,#N/A
,NSL224964,Automotive,SOCKER ,Calco,500C3001,,#N/A,#N/A
,NSL224969,Automotive,PA630GF,"Ascend/Formulated, Celanese/Next",TY C218,,710D3002HS,#N/A
,NSL224970,Automotive,WHEEL CAP,Radici/Ester,NA,,#N/A,#N/A
,NSL224974,Electrical,MCB,Calco,NEW SOP VGuard colour,,710C2383F9,#N/A
,NSL224977,Automotive,AUTOMOTIVE PART,NEW DEVLOPMENT,NA,,711C3002,CiLON™ 30 % GF PA 6 Black
,NSL224966,Industrial,Holder of oxygen bomb,Celanese/Next,Zytel ST801 NC 010,https://drive.google.com/open?id=1O0fGrC9y1x19B-79bjW5kAAiFHF3RLOn,720D0032ST,#N/A
,NSL224978,Automotive,Cable Duct,Albis,Altech PA6 ECO 2030W100 BK0002,https://drive.google.com/open?id=1cIqm_LxN1OioOEfTtPdcVmynrbQQrAIH,710C3001E,CiLON™ 30% GF PA6 Ebony Black
,NSL224979,Automotive,auto component,Covestro,MAKROLON® 8035 700394 GF30% GREY,https://drive.google.com/open?id=1tFRcYfDw2r8Z36kAgjuYjMoBqS4IAZC8,Insufficient Information,#N/A
,NSL224807,Pump Industry,Submirsable Pump coupler,Ascend/Formulated,PPGF20 Natural - Ascend,,#N/A,#N/A
,NSL224808,Pump Industry,Submirsible Component,Sabic,GFN3H,,#N/A,#N/A
,NSL224993,Electrical,Rotary Switches,Ascend/Formulated,N6GF30FR Black,,710D3004F,#N/A
,NSL224994,Electrical,Rotary Swtiches,Ascend/Formulated,N6GF30Black,,711D3008,#N/A
,NSL224996,Electrical,up-7 Cup ,Calco,710C0081A,,710C0081A,#N/A
,NSL224997,Automotive,Bush,Calco,721C3001,,721C3001,CiLON™ 33% GF PA 66 Black
,NSL224945,Automotive,Automotive,NA,NA,,720C4001,CiLON™ 43% GF PA66 Black
,NSL224930,Automotive,Auto Component,"DSM/Lanxess/Envalior, Ascend/Formulated",N6GF30LT Natural,,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL225007,Electrical,heat instructor,NA,NA,,720C3034,CiLON™ 30% GF PA66 Natural
,NSL225001,Automotive,automotive part,LOCAL,NA,,#N/A,#N/A
,NSL225002,Automotive,AUTOMOTIVE PART,LOCAL,NA,,#N/A,#N/A
,NSL225003,Automotive,AUTOMOTIVE PART,LOCAL,NA,,#N/A,#N/A
,NSL225014,Electrical,ELECTRICAL COMPONENTS,DSM/Lanxess/Envalior,PA6 50GF FR Black,,710C5001F,#N/A
,NSL225008,Electrical,Led Bulb,Calco,730C2091LOP,,730C2091LOp,#N/A
,NSL225018,Electrical,Electrical Components ,"DSM/Lanxess/Envalior, Local Compounder ",PA66 30GF Natural FR V0,,720C3031F,CiLON™ 30% GF FR PA66 Natural
,NSL225013,Appliance,bush,Calco,710C3031,,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL225024,Automotive,pa6 uf black 711C0002,Calco,711C0002,,711C0002,CiLON™ Unfilled PA 6 Black
,NSL225017,Industrial,FREM,Calco,NEW,,#N/A,#N/A
,NSL225015,Electrical,E&E component,IMS Polymers,InnoMid® A2 M R125 HF0 C263,https://drive.google.com/open?id=1Rm4tK5xZZfQHI0b-EoLX9AIRKLMLKJGd,Insufficient Information,#N/A
,NSL225016,Electrical,System Carrier,DSM/Lanxess/Envalior,Pocan BF4409 000000,https://drive.google.com/open?id=1oFKr23VhcQoNLnkPHOz8IT638DbyfmQY,730D1003F,#N/A
,NSL225023,Industrial,NORMAL ROUND PART,Calco,710C4031,,710C4001,CiLON™ 40% GF PA6 Black
,NSL224961,Industrial,EXPORT PART,NA,NA,,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL225022,Automotive,AUTOMOTOTIVE,DOMO,TY A50H1,,720D0004F,#N/A
,NSL225025,Industrial,Patym body,NA ,NA,,730C0032,ZiLITE™ UF PBT Natural
,NSL225027,Industrial,coiler for windin steel wire for industrial sectional doors,Nursel,Recomyde B30 P3 G30 BL01,https://drive.google.com/open?id=1MFID0N0Qm7iZ2oa3N-lrpIlPwn95Bwfj,711D3004HS,#N/A
,NSL225021,Industrial,Bush,Calco,na,,720D1533,#N/A
,NSL225030,Automotive,Automotive,Calco,710C3001UVS,,710C3001UVS,CiLON™ 30% GF PA6 Black UV Stabilized
,NSL225031,Automotive,Automotive Switch,Calco,710C0001UVS,,710C0001UVS,CiLON™ UF PA6 UV Stabilized Black
,NSL225032,Automotive,AUTOMOTIVE SWITCH,Calco,NA Component given by customer for the colour matching,,710C0021UVS,#N/A
,NSL225019,Industrial,Bush,Calco,na,,710D1532,#N/A
,NSL225011,Electrical,Cable connector,DSM/Lanxess/Envalior,na,,710C0031A,#N/A
,NSL225012,Appliance,Home Apliance, Not Provided,NA,,#N/A,#N/A
,NSL224949,Electrical,Electrical,NA,NA,,710C3001F,CiLON™ 30 % GF FR PA 6 Black
,NSL225034,Industrial,Chain roller ,Calco,NA,,720C3034,CiLON™ 30% GF PA66 Natural
,NSL225035,Electrical,Electrical Junction Box,Calco,NA,,711C3001F,CiLON™ 30% GF FR PA 6 Black
,NSL225033,Industrial,Industrial,DSM/Lanxess/Envalior,NA,,711C3002,CiLON™ 30 % GF PA 6 Black
,NSL225036,Electrical,Junction Box ,NA,NA,,710C3001F,CiLON™ 30 % GF FR PA 6 Black
,NSL225037,Electrical,junction box,"Calco, NA",NA,,720C3001F,CiLON™ 30% GF FR PA66 Red Phosphorus
,NSL225033,Industrial,industrial,DSM/Lanxess/Envalior,NA,,711C3002,CiLON™ 30 % GF PA 6 Black
,NSL225038,Automotive,AR-HUD cover outer,N/A,VW44045-PP7,"https://drive.google.com/open?id=1wP2J4vlOjz8PDsCDu2wgoBuVKJeJX6d2, https://drive.google.com/open?id=1Xj08C9slB7X4pqOAsmpZ-TD1n-CfikTT",510D3102,#N/A
,NSL225040,Appliance,washing machine parts,Shandong Dawn Polymer,PP HFPP-01-MF,https://drive.google.com/open?id=1odOuqZuEo0Jd2b7zWS5L0b1N9DJXSh8k,Insufficient Information,#N/A
,NSL225029,Electrical,Electrical Box,Calco,711C3001HF,,711C3001HF,CiLON™ 30 % GF PA 6 Black
,NSL224849,Automotive,Switch Cover,Calco,710C5001,,710C5001,CiLON™ 50% GF PA6 Black
,NSL225041,Electrical,wall box charger,Covestro,Makrolon 6487 901510 black,https://drive.google.com/open?id=1MLjwwOLfifhFHaEZOn8STPzNhiZLI_3Z,750D0003F,#N/A
,NSL225042,Electrical,wall box charger,Covestro,Makrolon 6487 white RAL9003,https://drive.google.com/open?id=1-7Z-Gn_j9ivjgSYsNoZA_o1vovn2UWBB,Insufficient Information,#N/A
,NSL225043,Electrical,wall box charger,Covestro,Makrolon 6487 grey RAL7035,https://drive.google.com/open?id=1gk1NHFZ110TfrDFtK5kW1v_Y4D6z2haz,Insufficient Information,#N/A
,NSL225048,Electrical,Cable tie,NA,Unfilled PA 6 Black(Cable tie ),"https://drive.google.com/open?id=1M13ybKpGi98V9CdPYmyAJPShQADSzroE, https://drive.google.com/open?id=1ewKMmC5ysUR1upzlht_n1tVcbCfZRy9i",710C0001,CiLON™ Unfilled PA 6 Black
,NSL225052,Industrial,"Nylon flexible conduits, cable tie and nylon wheels",other ,NA,https://drive.google.com/open?id=16KhcPe3DAKC405s-iQ8CwdQowgPlmp2k,710C0031,CiLON™ Unfilled PA 6 Natural
,NSL225053,Industrial,"Nylon flexible conduits, cable tie and nylon wheels",other ,na,https://drive.google.com/open?id=1CVSF3e-qDXs30HVSTeDe4ybZ6yh3TaOK,710C1031,CiLON™ 15 % GF PA 6 Natural
,NSL225054,Electrical,Compound for switch ,DSM/Lanxess/Envalior,NA,,730C2031F,ZiLITE™ 20% GF FR PBT Natural
,NSL225055,Lighting,Bulb Holder,NONE,NA,,730C2091LOp,#N/A
,NSL225067,Electrical,Bulb housing Opaque grade PBT White ,China,na,,730C2091LOp,#N/A
,NSL225047,Automotive,AUTOMOTIVE,DSM/Lanxess/Envalior,NA,,710C0022,CiLON™ UF PA6 Red
,NSL225057,Electrical,ELECTRICAL PART,Radici/Ester,1 KG RM SAMPLE SUBMIT,,Reject,#N/A
,NSL225071,Automotive,Automotive,SRV,NA,,710C0031A,#N/A
,NSL225072,Automotive,Electrical Parts/ Industrial Products/ Automotive ,Ascend/Formulated,FORMPOLY® RN66GF33 BK908A11/ ,https://drive.google.com/open?id=1UPBJvHSoAwUoJfI5Ytv5lpWS0d2k670X,721C3004,CiLON™ 30% GF PA66 Black
,NSL225074,Electrical,Switch Socket Bracket,Calco,710C2311F,,710C2311F,CiLON™ 20%MF + 5% GF FR PA6 RAL8016 Brown
,NSL225070,Electrical,MCB INTERNAL PART,Radici/Ester,NA,,Insufficient Information,#N/A
,NSL225069,Electrical,MCB,LOCAL,NA,,710C2383F4A,#N/A
,NSL225083,Electrical,Electrical Socket ,Calco,710C3001f,https://drive.google.com/open?id=1jXomRKFjjqGcete0PwqWdMYWyE5GHrzj,710C3001F,CiLON™ 30 % GF FR PA 6 Black
,NSL225075,Automotive,Battery Management Component,DSM/Lanxess/Envalior,Durethan BKV30FN04,"https://drive.google.com/open?id=1Mig-SDFQJw-DLxy2aUO0FtYMOIVTB-wH, https://drive.google.com/open?id=13goiun9ld1ugeOAxN9WmdB0TLZkVRjSr, https://drive.google.com/open?id=1rcZybN53u8ja2rxj_d2KS3dEfF0k9IOO",Insufficient Information,#N/A
,NSL225085,Industrial,ups,kingfa,PBT + GF30 BLACK,,730C3001,ZiLITE™ 30% GF PBT Black
,NSL225086,Electrical,USB,Kingfa,"JH960 HT (M1) (sr), JH960 HT (M1) (ccc) (##)(sr), JH960-HT (M1) (ccc) (##)(sr)",https://drive.google.com/open?id=1OGeACRDTaMLTGi1vCOd2ePw-MQCXXgZj,Insufficient Information,#N/A
,NSL224998,Industrial,harvesting machine potato peeler machine,No,NA,,710C0032,CiLON™ PA6 UNFILLED NATURAL
,NSL225087,Appliance,Mixie Jar coupler,NA,NA,,720C0031,CiLON™ UF PA66 Natural
,NSL225088,Electrical,Electrical,Calco,721C3001,,721C3001,CiLON™ 33% GF PA 66 Black
,NSL225081 - 720C0001,Automotive,Insulator cable ,GFSC,NA,,#N/A,#N/A
,NSL225082 - 721C0001,Automotive,Insulator cable ,GFSC,NA,,#N/A,#N/A
,NSL225087 - 720C0031,Appliance,Mixie Jar coupler,Guzlon,NA,,#N/A,#N/A
,NSL225084,Electrical,ROUND PART ( ALEADEY SUPPLY ANNIKA POWER SYSTEM) BOTH PART SAME ,NBD,NA,,721C2001F,CiLON™ 25% GF FR PA66 Black
,225093,Industrial,Industrial Product,Local ,PA66 30GF NATURAL ,,#N/A,#N/A
,NSL225093,Industrial,Industrial Product,Local ,PA66 30GF NATURAL ,,720C3034,CiLON™ 30% GF PA66 Natural
,NSL225094,Electrical,Switch Socket ,Calco,710C2311F,,710D2011F,#N/A
,NSL225097,Electrical,Inventor part  ,Radici/Ester,ESTOPLAST XU400NN12 [PA6-FR] Compound,https://drive.google.com/open?id=12dPGl58ZPOLrFijxAWRb3ZV20yrS1F-5,712D0031F,#N/A
,NSL225099,Electrical,MCB HOUSING,DSM/Lanxess/Envalior,AKULON K222 KMV5,https://drive.google.com/open?id=1sf0Ku9NOva-TGBpJnFJ88Ib5QtDNUtk_,710D2284F3,#N/A
,NSL225100,Electrical,LED housing,Import,Na,,#N/A,#N/A
,NSL225104,Automotive,Automotive component,Calco,CALCO,,710C1081,CiLON™ 15 % GF PA6 Asian Grey
,NSL225107,Automotive,EV Car Power Steering ,Kingfa,PBT GF 15 % Black,,730D1004,#N/A
,NSL225108,Automotive,EV Power Steering,Kingfa,PBTGF30 Black,,730D3006,#N/A
,NSL225109,Automotive,EV Power Steering,Kingfa,PBTGF15FR Black,,730D1031F,#N/A
,NSL225110,Automotive,EV Power Steering,Kingfa ,PBTGF30FR,,730D3033F,#N/A
,NSL225111,Electrical,Contactor,Calco,CALCO,,720D2083F,#N/A
,NSL225113,Industrial,Bag Accessories,Guzlon,PA6 UF Natural,,710C0031A,#N/A
,NSL225112,Industrial,Bag Accessories,Guzlon,PA6 UF Black,,710C0001,CiLON™ Unfilled PA 6 Black
,NSL225116,Appliance,coffee machine internal parts,BASF,Ultramid® C3U BK23079,https://drive.google.com/open?id=1pyEZP9bE4hD7GXtquSfP8-VfyKFVvD13,,#N/A
,NSL225117,Appliance,coffee machine internal parts,LATI,LATAMID_66_H2_G_25-V0CT1___UK,https://drive.google.com/open?id=1IfUPvM7otBKVwxb9I7lZUdlMJVdYTJoM,,#N/A
,NSL225114,Industrial,IKEA new PAX wardrobes fixing components,Nurel,PROMYDE B30 P2 G15_EN,https://drive.google.com/open?id=1C8ghxdFLNQLBoWv_H3ldpjd6mNLaJDC1,710D1002HS-6,#N/A
,NSL225115,Industrial,IKEA pax wardrobe components,"Celanese/Next, Nurel",Promyde B30 P_EN 2,https://drive.google.com/open?id=1MYHl2IsUsCKlNo_W3jYkAWv-bKoaFjHY,UF PA6 mentioned as requirement is sustainable but  Product description is Natural Prime request confirmation,#N/A
,NSL225118,Automotive,PCB Cover case (Top+Buttom),DSM/Lanxess/Envalior,LANXESS_Durethan_BKV15_000000_DUS008,https://drive.google.com/open?id=1-efwDzUOhp-GN53IUpkeV-vwTeUx7rP_,710D1004-4,#N/A
,NSL225119,Electrical,window for switchboards.,Sabic,Lexan FR Resin LUX9610,https://drive.google.com/open?id=179CGgQn_aanbhtIm_rmcYkz-bSrmZR9Q,Reject,#N/A
,NSL225131,Electrical,Switches,na,na,,710C0001F,CiLON™ UF FR PA6 Black
,NSL225133,Industrial,FAUCET,NA FIRST TIME USE RAW MATERIAL ,NA,,730C0031,ZiLITE™ UF PBT Natural
,NSL225125,Electrical,Electrical Clamp( Sicame comp),DSM/Lanxess/Envalior,PA6GF50 Blaack,,710D5003,#N/A
,NSL225126,Electrical,Electrical Clamp,DSM/Lanxess/Envalior,PA6GF30 Black,,710D3006-4,#N/A
,NSL225134,Electrical,LED BULB HOUSING,Calco,730C2091LOP,,730C2091LOp,#N/A
,NSL225135,Electrical,LED BULB HOUSING,Calco,730C2091L,,730C2091L,ZiLITE™ 20% GF CFL PBT White
,NSL225142,Electrical,Electrical,Calco,711C2001F,,Request Property vs  Flow details and competitor grade/sample information,#N/A
,NSL225138,Automotive,Bearing Part ,Radici/Ester,NA,,#N/A,#N/A
,NSL225146,Industrial,bulb holder,NA,NA,,#N/A,#N/A
,NSL225147,Electrical,E&E component,Albis,Altech PC Eco 1000/542 FR UV,https://drive.google.com/open?id=1KLSXsKJn-tXhQxPNEEliGbwxmDh4Llq6,#N/A,#N/A
,NSL225150,Electrical,E&E components (various),DSM/Lanxess/Envalior,Akulon® K222-KMV5,https://drive.google.com/open?id=1x9gsFoiEycXbwFrHCL6kF6ED8iX4WnjM,710D2284F3,#N/A
,NSL225151,Electrical,E&E components (various),Domo,TECHNYL PROTECT C 52G1 V25 GY 2225 CF,https://drive.google.com/open?id=1XaDLOPFfP6dsQAWSOsrs_VfJerrRNvTe,Information wrt Colour ( RAL) and Laser Marking requirement,#N/A
,NSL225148,Electrical,PBT compound ,NA,NA,,731C3001,ZiLITE™ 30 % GF PBT Black
,NSL225155,Appliance,Appliance,Calco,710C3033,,710C3033,CiLON™ 30% GF PA6 Natural
,NSL225156,Automotive,IMPACT TOO CRAFTS LTD,NA,710C4031,,710C4031,CiLON™ 40% GF PA6 Natural
,NSL225157,Various,Various,Radici/Ester,Radilon S RV300 100NT,https://drive.google.com/open?id=1XydVYec1YxuPIORYvGZ-asqyl_9O0WsV,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL225158,various,various,Radici/Ester,RADILON S HS 105 M NT,https://drive.google.com/open?id=1SKAg7_6L4sVyn0DLCtWLZ_EBmTsExVRZ,710D0034F3,#N/A
,NSL225159,various,various,Radici/Ester,RADILON S ERV100FR 2 333BK,https://drive.google.com/open?id=1vVD1BgJnkg25fb8DCkhxTc40iwWVsb-x,710D1002F3IM,#N/A
,NSL225160,various,various,Radici/Ester,HERAMID S NER 233 MP1K,https://drive.google.com/open?id=1IUWlom9oCz7POkhwnDFPVpylrHXdEMf3,712D0001HSD ,#N/A
,NSL224657,Automotive,Auto Component,DSM/Lanxess/Envalior,PA66GF33Black,,Insufficient Information,#N/A
,NSL225121,Industrial,Manufacturer of Orthopedic Shoes,Polyking Engineering plastic China,FR450,https://drive.google.com/open?id=13OaxhPk5CJCYQLlKwmIjiY909saaNuAI,Insufficient Information,#N/A
,NSL225165,Electrical,Electrical,Calco,500C3031,,500C3031,HiLENE™ 30% GF PP Natural
,NSL225166,Electrical,Tap,Calco,730C0032,,730C0032,ZiLITE™ UF PBT Natural
,NSL225167,Electrical,Electrical,Calco,710C0031A,,710C0031A,#N/A
,NSL225168,Electrical,socket,Calco,721C2001F,,721C2001F,CiLON™ 25% GF FR PA66 Black
,NSL224874,Electrical,Transformar bobbin ,NA,NA,,#N/A,#N/A
,NSL225170,Electrical,Electrical and Industrial Products ,Ascend/Formulated,PA66 30GF BLACK,,721C3004,CiLON™ 30% GF PA66 Black
,NSL225169,Project , AC chalamp ,NA,NA,,#N/A,#N/A
,NSL225140,Automotive,air spring piston,various Turkish compounders ,"Sampa spec PR19.FR273 , Class 2 ",https://drive.google.com/open?id=1u4bEHNlxCqEK1oFSnrL_xF5XN39y4NyR,720D3006HS,#N/A
,NSL225171,Automotive,Housing,"Celanese/Next, ",FRIANYL® B3 W GF30 V0E BK 9004/YG,https://drive.google.com/open?id=1x0PGgxohnRMKvQdp9UAM_CV-QUb7IzvR,710D3001F-4,#N/A
,NSL225122,Industrial,Surgical shoe, Nanjing Julong Science & Technology Co,BG3IBK  : PA6-GF15 ,https://drive.google.com/open?id=1BqVq6YDu1_nxIU8rRLK3fzDaqvtqSzIC,710D1004-4,#N/A
,NSL225123,Industrial,Surgical Shoe,Polyking Engineering Plastic,na,,Insufficient Information,#N/A
,NSL225124,Industrial,Surgical Shoe," Nanjing Julong Science & Technology Co., LTD",BG7IBK  PA6 35GF,https://drive.google.com/open?id=1qizRf--8OCGqKwFcyxp3-YwPrvVFSaHn,710C3003,CiLON™ 35% GF PA6 Black
,NSL225172,Electrical,socket,Calco,721C0001F,,721C0001F,CiLON™ UF FR PA66 Black
,NSL225175,Automotive,Automotive,Calco,710C0031A,,710C0031A,#N/A
,NSL225177,Automotive,CONNECTOR (HORN),Guzlon,15H,,710C1031,CiLON™ 15 % GF PA 6 Natural
,NSL225178,Electrical,MCB,Calco,710C2383F4,,710C2383F4,CiLON™ 20% MF + 5% GF FR PA6 MCB RAL7035 Grey
,NSL225179,Automotive,automotive part,Dupont/Performance Speciality,ZYTEL 70G 30HSLR BLACK,,Insufficient Information,#N/A
,NSL225180,Automotive,AUTOMOTIVE PART,DSM/Lanxess/Envalior,K224HG6,,#N/A,#N/A
,NSL225181,Automotive,AUTOMOTIVE PART,KINGFA,C-100,,#N/A,#N/A
,NSL225182,Automotive,AUTOMOTIVE PART,BRAKS INDIA,PA 1031,https://drive.google.com/open?id=1vSFMISvXHrOVYn0FfSnXjR70B7-XFVnj,711C3001HF,CiLON™ 30 % GF PA 6 Black
,NSL225183,Automotive,AUTOMOTIVE PART,DSM/Lanxess/Envalior,"PA6 GF 15% Make & GRADE:-  Akulon, Ultraflow K-FKGS3/B. (Natural)",,,#N/A
,NSL225190,Automotive,Auto part,DSM/Lanxess/Envalior,PBTGF30 Natural,,730C3031,ZiLITE™ 30% GF PBT Natural
,NSL225176,Electrical,Switch,Calco,NA,,#N/A,#N/A
,NSL225191,Industrial,various applications,BASF,ULTRADUR B4300 K4,https://drive.google.com/open?id=1ne7B-W-rgcG7TV4WCqqFaUMy6kT9ivHj,730D2432,#N/A
,NSL225192,Industrial,various,Covestro,Bayblend® T88 GF-10 HI,https://drive.google.com/open?id=1_IPD66nXQCjEbJsY7FJR6BVA0X6icYRw,Insufficient Information,#N/A
,NSL225193,Industrial,various,BASF,Ultramid® B3GK24,https://drive.google.com/open?id=1KeXXlWXzxSvEqqe1RVHfx2mhP560pBrF,Insufficient Information,#N/A
,NSL225194,Industrial,Chair base and back,DOMO,TY C216 V30 ,https://drive.google.com/open?id=1QeLbVj_aprhXaurqNw_tgIenE2Go0Pl3,#N/A,#N/A
,NSL225199,Electrical,Air conditioner part ,Calco,731C3001F						,,731C3001F,ZiLITE™ 30 % GF FR PBT Black
,NSL225198,Automotive,Resonator – air filtration (customer BMW),N/A,N/A,https://drive.google.com/open?id=1BpLK9QyYIAWujOCmIfJfdoZstTg31cDz,Insufficient Information,#N/A
,NSL225188,Electrical,Stella Extension Reel ,NEW DEVLOPMENT,NA,,500C2031,HiLENE™ 20 % GF PP Natural
,NSL225208,Electrical,Bearing Part ,Radici/Ester,721C5001,,#N/A,#N/A
,NSL225207,Electrical,Electrical,Calco,711D1001F,,#N/A,#N/A
,NSL225078,Automotive,automobile,DSM/Lanxess/Envalior,NA,,731C3001,ZiLITE™ 30 % GF PBT Black
,NSL225212,Industrial,Idller,Calco,710C0031A,,710C0031,CiLON™ Unfilled PA 6 Natural
,NSL225211,Automotive,Auto part,Guzlon,NA,,710C0001,CiLON™ Unfilled PA 6 Black
,NSL225082,Appliance,Appliance,Celanese/Next,NA,,#N/A,#N/A
,NSL225082,Automotive,Automobile,Celanese/Next,NA,,#N/A,#N/A
,NSL225213,Industrial,Vender ,Calco,710C3031F,,710C3031F,"CiLON™ 30 % GF FR PA 6 Natural, Halogenated"
,NSL225214,Automotive,Automobile ,Calco,721C2001F,,721C2001F,CiLON™ 25% GF FR PA66 Black
,NSL225206,Automotive,radiator end tank,"DSM/Lanxess/Envalior, BASF, Celanese/Next","Technyl A218V30 Black34NG, Ultramid A3HG6HR BK23591, Zytel 70G30HSLR BK099","https://drive.google.com/open?id=18UMM5C_PTchio3i1J42Rr9scWdbTVQuc, https://drive.google.com/open?id=1DaVDios74ecGrER26qFZLUCIRFX4LvpD, https://drive.google.com/open?id=1vQNvQNZC5apOE5OLwigIbFfckm1CdMf8, https://drive.google.com/open?id=1x8BHSdbqkGa-Kk2z9VSF2G-nWcDYW4S_, https://drive.google.com/open?id=13RCu98U5E5I2zBNlqOjk4WGIQVSPkzAU",Insufficient Information,#N/A
,NSL225218,Industrial,SUPENSION CALMP,"Calco, Guzlon",GF5H,,#N/A,#N/A
,NSL225239,Automotive,housings and stands for engine cooling.,none,720C3004HSHD,https://drive.google.com/open?id=102CAyuUGbSGUOhMBOeORLuH-W6DBETtn,720C3004HSHD,"CiLON™ 30% GF PA66 Heat Stabilized, Hydrolysis Resistance Black"
,NSL225238,Automotive,Fork,NA,NA,"https://drive.google.com/open?id=1CAx4Xww6hoEmJFZ3srnTG7Au_gjlVak8, https://drive.google.com/open?id=1kdmEZlp9_ButAHGrMoPlK7lqLla8N_MQ, https://drive.google.com/open?id=1TNu8qjcqVY3wHPZCCKtVhXSCakE9nVWC",#N/A,#N/A
,NSL225243,Electrical,MCB,Calco,710C2383F4,,710C2383F4,CiLON™ 20% MF + 5% GF FR PA6 MCB RAL7035 Grey
,NSL225245,Electrical,ELECTRICAL PART,NA,710D3086F,,730C3393,#N/A
,NSL225249,Industrial,Industrial,Calco,720C3031,,#N/A,#N/A
,NSL225237,Automotive,BUSH,Calco,720D1533 ,,#N/A,#N/A
,NSL225248,Electrical,Led Bulb,Calco,730C3393,,,#N/A
,NSL225258,Automotive,Sunvisor  Holder,NA,"720C3034,",,#N/A,#N/A
,NSL225253,Automotive,Automotive parts,Ascend/Formulated,PA66 25GF FR NATURAL ,,,#N/A
,NSL225215,antenna internal car,antenna internal car,starester,A-4000-0001D1,https://drive.google.com/open?id=1iLvvar9e6HC1ZASaWkBpFzEyrgHsTYe2,,#N/A
,NSL225271,Electrical,ENDUSER -THERMTROL PART,GINAR TECHNOLOGY,MAPEX A0050FN 1,https://drive.google.com/open?id=1iq9crLJsw-YZ6Z5YHAQfWR_NPSPsrJAR,,#N/A
,NSL225272,Electrical,N/A,not given,NA,,,#N/A
,NSL225269,Lighting,automobile ,Calco,731C3001F,,#N/A,#N/A
,NSL225256,Automotive,lam clamp,Calco,DOMOMIDE 6G50,,#N/A,#N/A
,NSL225251,Automotive,impellar,Calco,500C3031,,#N/A,#N/A
